epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,14510.4,1.17354,0.61064,1.04062,0.77735,0.5565,0.61985,0.40734,1.16509,0.61186,1.05901,0.004324,0.004324,0.004324
88,14635,1.17399,0.60822,1.03635,0.79839,0.54982,0.62406,0.40798,1.16746,0.60707,1.05849,0.004258,0.004258,0.004258
89,14760.1,1.17082,0.6089,1.04009,0.76792,0.55467,0.62843,0.4095,1.16955,0.60963,1.05989,0.004192,0.004192,0.004192
90,14884.4,1.16664,0.60711,1.0341,0.78373,0.55401,0.62973,0.40907,1.16878,0.60666,1.06057,0.004126,0.004126,0.004126
91,15009.9,1.15813,0.60274,1.03481,0.76951,0.56637,0.63908,0.41346,1.15844,0.60293,1.05527,0.00406,0.00406,0.00406
92,15136.2,1.14917,0.60068,1.02942,0.79654,0.56079,0.63813,0.41634,1.16543,0.60059,1.0567,0.003994,0.003994,0.003994
93,15260.4,1.15486,0.59964,1.03146,0.77406,0.55846,0.6283,0.40972,1.16223,0.59663,1.05739,0.003928,0.003928,0.003928
94,15385.5,1.14219,0.5969,1.02979,0.74518,0.56499,0.63693,0.41475,1.15509,0.59608,1.05381,0.003862,0.003862,0.003862
95,15509.9,1.15367,0.59719,1.03566,0.76214,0.58149,0.63816,0.41373,1.16469,0.59817,1.06015,0.003796,0.003796,0.003796
96,15634.2,1.14839,0.59533,1.0309,0.78884,0.55386,0.63453,0.41135,1.15674,0.60469,1.05482,0.00373,0.00373,0.00373
97,15758.5,1.14213,0.59217,1.02277,0.78194,0.56826,0.64189,0.41949,1.16018,0.59907,1.05524,0.003664,0.003664,0.003664
98,15882.7,1.14355,0.59391,1.02754,0.80002,0.56996,0.64398,0.41987,1.15362,0.59664,1.05341,0.003598,0.003598,0.003598
99,16006.1,1.12982,0.58756,1.02597,0.81805,0.54906,0.6454,0.42421,1.15547,0.59279,1.05331,0.003532,0.003532,0.003532
100,16130.3,1.13691,0.59052,1.02482,0.82016,0.55398,0.64155,0.42439,1.15407,0.60001,1.05235,0.003466,0.003466,0.003466
101,16254.6,1.14122,0.59082,1.02392,0.76919,0.57585,0.63757,0.41631,1.1602,0.59514,1.05386,0.0034,0.0034,0.0034
102,16379.2,1.13994,0.59157,1.01946,0.8169,0.55706,0.64573,0.41959,1.16155,0.59678,1.05101,0.003334,0.003334,0.003334
103,16503.5,1.13752,0.59159,1.01697,0.78536,0.56631,0.6449,0.4213,1.15649,0.59701,1.04726,0.003268,0.003268,0.003268
104,16627.8,1.13546,0.58654,1.01741,0.81458,0.55199,0.64896,0.42342,1.16275,0.59389,1.05027,0.003202,0.003202,0.003202
105,16752.2,1.12368,0.58293,1.0102,0.81023,0.56589,0.6464,0.42515,1.15735,0.59487,1.04792,0.003136,0.003136,0.003136
106,16876.3,1.13718,0.58717,1.01508,0.8158,0.56534,0.64742,0.42477,1.15184,0.58991,1.045,0.00307,0.00307,0.00307
107,17000.1,1.12615,0.58421,1.01237,0.78315,0.57337,0.64585,0.42431,1.15359,0.59364,1.04516,0.003004,0.003004,0.003004
108,17124.3,1.12098,0.57955,1.01202,0.79825,0.57775,0.64842,0.42598,1.15492,0.59326,1.04687,0.002938,0.002938,0.002938
109,17248.6,1.12025,0.57842,1.00726,0.82933,0.54597,0.64978,0.42468,1.1471,0.58864,1.04178,0.002872,0.002872,0.002872
110,17373.2,1.12167,0.58255,1.00703,0.79566,0.57374,0.651,0.42648,1.14853,0.59076,1.04362,0.002806,0.002806,0.002806
111,17497.4,1.11881,0.57866,1.00621,0.79906,0.57392,0.65269,0.42655,1.14984,0.58721,1.04519,0.00274,0.00274,0.00274
112,17621.5,1.11743,0.57952,1.00844,0.79737,0.583,0.65658,0.42857,1.1522,0.58557,1.04801,0.002674,0.002674,0.002674
113,17745.6,1.10725,0.57463,1.0042,0.79112,0.57951,0.64883,0.42717,1.14528,0.59056,1.042,0.002608,0.002608,0.002608
114,17869.7,1.10632,0.57486,1.00518,0.82107,0.56582,0.65354,0.43052,1.14518,0.58763,1.04146,0.002542,0.002542,0.002542
115,17993.7,1.11475,0.57649,1.00707,0.80059,0.57786,0.65701,0.42873,1.1484,0.5885,1.04213,0.002476,0.002476,0.002476
116,18117.4,1.10431,0.5737,1.0005,0.82413,0.57335,0.65833,0.42578,1.14271,0.58828,1.03791,0.00241,0.00241,0.00241
117,18241.7,1.11147,0.57077,1.00198,0.8132,0.5724,0.65774,0.43015,1.14362,0.58706,1.03958,0.002344,0.002344,0.002344
118,18365.7,1.1046,0.56773,1.00239,0.80564,0.58201,0.65391,0.43027,1.14518,0.58519,1.03984,0.002278,0.002278,0.002278
119,18489.6,1.102,0.5682,1.0013,0.76442,0.60695,0.66133,0.43422,1.14243,0.57989,1.03837,0.002212,0.002212,0.002212
120,18613.8,1.08798,0.56046,1.00095,0.78782,0.58095,0.66002,0.43455,1.14126,0.58292,1.03795,0.002146,0.002146,0.002146
121,18737.6,1.09017,0.56169,0.99628,0.81584,0.57677,0.66231,0.43316,1.14032,0.57909,1.03982,0.00208,0.00208,0.00208
122,18861.2,1.08769,0.55839,0.99589,0.79646,0.5843,0.65775,0.43274,1.13499,0.57587,1.03763,0.002014,0.002014,0.002014
123,18984.9,1.08413,0.55771,0.98907,0.80371,0.57933,0.6596,0.43178,1.13655,0.5809,1.03719,0.001948,0.001948,0.001948
124,19108.6,1.08442,0.55949,0.99748,0.8138,0.58246,0.66094,0.43422,1.13337,0.5771,1.0364,0.001882,0.001882,0.001882
125,19232.2,1.08534,0.55939,0.9958,0.75787,0.60171,0.66037,0.43277,1.13813,0.57976,1.03594,0.001816,0.001816,0.001816
126,19355.9,1.0824,0.55724,0.99119,0.80143,0.58676,0.65877,0.43415,1.13483,0.57837,1.03547,0.00175,0.00175,0.00175
127,19480,1.08026,0.55359,0.98924,0.77523,0.5991,0.66398,0.43571,1.13124,0.57462,1.03508,0.001684,0.001684,0.001684
128,19604.1,1.07435,0.55291,0.98607,0.77592,0.59764,0.66283,0.43549,1.13157,0.57646,1.03485,0.001618,0.001618,0.001618
129,19732.4,1.06874,0.55231,0.98641,0.78623,0.59042,0.66326,0.43635,1.13535,0.57814,1.03726,0.001552,0.001552,0.001552
