epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
96,20383.5,1.1799,0.619,1.02915,0.77819,0.57283,0.64528,0.4135,1.19416,0.61772,1.06432,0.00373,0.00373,0.00373
97,20505.7,1.18138,0.61794,1.02226,0.76042,0.59302,0.65376,0.41752,1.19425,0.61452,1.06009,0.003664,0.003664,0.003664
98,20629.3,1.17995,0.61406,1.02628,0.80526,0.58232,0.65623,0.42363,1.1846,0.60721,1.05677,0.003598,0.003598,0.003598
99,20751.5,1.17158,0.6139,1.02418,0.76322,0.58926,0.65159,0.42127,1.18732,0.61261,1.05635,0.003532,0.003532,0.003532
100,20873.9,1.16361,0.60808,1.02185,0.79089,0.58194,0.65721,0.42696,1.1823,0.60419,1.05435,0.003466,0.003466,0.003466
101,20997.3,1.16038,0.60468,1.01808,0.80189,0.58095,0.6574,0.42154,1.18235,0.60512,1.05396,0.0034,0.0034,0.0034
102,21119.2,1.15974,0.60285,1.01664,0.81462,0.57716,0.65914,0.42482,1.18112,0.60617,1.05579,0.003334,0.003334,0.003334
103,21241.9,1.15678,0.60213,1.01343,0.78823,0.59701,0.66536,0.42729,1.17928,0.60596,1.05502,0.003268,0.003268,0.003268
104,21364.5,1.1576,0.60182,1.01435,0.81684,0.56723,0.65935,0.42733,1.18111,0.60291,1.05513,0.003202,0.003202,0.003202
105,21487.5,1.14024,0.59484,1.00812,0.78495,0.59466,0.66249,0.42894,1.18614,0.6018,1.05516,0.003136,0.003136,0.003136
106,21609.5,1.15169,0.60022,1.01218,0.83129,0.56284,0.66098,0.42452,1.17892,0.6053,1.05541,0.00307,0.00307,0.00307
107,21731.3,1.14409,0.59385,1.01117,0.83012,0.57455,0.65675,0.42348,1.1787,0.60368,1.05358,0.003004,0.003004,0.003004
108,21853.1,1.13896,0.59134,1.01005,0.80789,0.57208,0.66025,0.42285,1.1786,0.60659,1.05355,0.002938,0.002938,0.002938
109,21975.1,1.13718,0.58717,1.00558,0.79439,0.58458,0.66857,0.42907,1.17485,0.60277,1.05162,0.002872,0.002872,0.002872
110,22097,1.1379,0.59322,1.00601,0.77753,0.58886,0.66407,0.43242,1.17402,0.59776,1.0504,0.002806,0.002806,0.002806
111,22219,1.13685,0.59245,1.00372,0.79709,0.58607,0.66323,0.42704,1.17482,0.59742,1.05121,0.00274,0.00274,0.00274
112,22341.3,1.13976,0.58994,1.00829,0.80827,0.581,0.66097,0.42549,1.16946,0.59545,1.05144,0.002674,0.002674,0.002674
113,22463.2,1.125,0.58539,1.00326,0.77769,0.59666,0.66055,0.42832,1.17044,0.59774,1.05068,0.002608,0.002608,0.002608
114,22586.6,1.12376,0.58153,1.00346,0.7924,0.59269,0.66532,0.42979,1.17283,0.59362,1.05384,0.002542,0.002542,0.002542
115,22708.2,1.13089,0.58169,1.0037,0.77906,0.60989,0.6687,0.43329,1.1687,0.59288,1.0503,0.002476,0.002476,0.002476
116,22829.7,1.1208,0.58199,0.99907,0.81121,0.59727,0.67106,0.43084,1.16693,0.59255,1.0484,0.00241,0.00241,0.00241
117,22951,1.12442,0.58256,0.99797,0.76256,0.61661,0.66646,0.4339,1.16662,0.59183,1.04856,0.002344,0.002344,0.002344
118,23072.7,1.11651,0.57863,0.99824,0.81355,0.59441,0.67688,0.44075,1.1567,0.58315,1.0476,0.002278,0.002278,0.002278
119,23194.5,1.11081,0.57392,0.99692,0.77649,0.61476,0.67424,0.43783,1.15513,0.58485,1.04778,0.002212,0.002212,0.002212
120,23316.9,1.10352,0.57286,0.9983,0.82648,0.58849,0.67053,0.43768,1.15608,0.58632,1.04727,0.002146,0.002146,0.002146
121,23438.9,1.10639,0.57275,0.9962,0.82069,0.58574,0.67267,0.43552,1.16359,0.58825,1.05078,0.00208,0.00208,0.00208
122,23562.2,1.09897,0.56747,0.99249,0.7997,0.58432,0.67094,0.43741,1.15769,0.58355,1.04875,0.002014,0.002014,0.002014
123,23684.9,1.10415,0.56777,0.9901,0.79917,0.59287,0.67467,0.44033,1.15234,0.58662,1.04574,0.001948,0.001948,0.001948
124,23806.5,1.09834,0.57158,0.99381,0.78341,0.61348,0.67743,0.43745,1.15479,0.58754,1.04746,0.001882,0.001882,0.001882
125,23928.9,1.09683,0.56823,0.99198,0.78471,0.60552,0.67585,0.43783,1.15633,0.58361,1.04857,0.001816,0.001816,0.001816
126,24051.6,1.09263,0.56734,0.98964,0.84129,0.58051,0.676,0.43778,1.15307,0.5812,1.04781,0.00175,0.00175,0.00175
127,24174,1.0883,0.56279,0.98543,0.81034,0.59943,0.67772,0.4391,1.15324,0.58068,1.04622,0.001684,0.001684,0.001684
128,24296.3,1.08655,0.55995,0.98455,0.78184,0.60519,0.68153,0.43984,1.15449,0.57837,1.0484,0.001618,0.001618,0.001618
129,24420.3,1.08713,0.56079,0.98559,0.82854,0.59791,0.68426,0.4449,1.14725,0.5785,1.0444,0.001552,0.001552,0.001552
130,24542.5,1.08353,0.5579,0.98579,0.8436,0.59038,0.68626,0.44484,1.14276,0.57203,1.04181,0.001486,0.001486,0.001486
131,24664.5,1.07931,0.55419,0.98626,0.82363,0.60482,0.68319,0.44579,1.1491,0.57611,1.04504,0.00142,0.00142,0.00142
132,24786.7,1.0689,0.55073,0.98062,0.81489,0.60303,0.68642,0.44549,1.14869,0.57535,1.0459,0.001354,0.001354,0.001354
133,24909.8,1.07144,0.55235,0.98316,0.81759,0.59885,0.68287,0.44308,1.14769,0.57484,1.04692,0.001288,0.001288,0.001288
134,25031.4,1.07037,0.55229,0.97967,0.84144,0.58844,0.6822,0.44274,1.14477,0.57379,1.04287,0.001222,0.001222,0.001222
135,25154.2,1.07319,0.55183,0.97933,0.81222,0.60649,0.68299,0.44132,1.14697,0.57503,1.04343,0.001156,0.001156,0.001156
136,25276.1,1.06868,0.54909,0.97596,0.81252,0.60313,0.68478,0.44409,1.14321,0.57363,1.04145,0.00109,0.00109,0.00109
137,25397.6,1.06457,0.54737,0.97998,0.83669,0.59587,0.68284,0.44458,1.14273,0.57101,1.04231,0.001024,0.001024,0.001024
138,25520.2,1.06043,0.54483,0.97899,0.80988,0.60797,0.68279,0.44547,1.14258,0.57231,1.04245,0.000958,0.000958,0.000958
139,25642.8,1.06522,0.54806,0.97891,0.79064,0.60982,0.68159,0.44433,1.14102,0.57343,1.04273,0.000892,0.000892,0.000892
140,25764.6,1.0574,0.54229,0.97736,0.80734,0.60621,0.68324,0.44328,1.14004,0.57524,1.04118,0.000826,0.000826,0.000826
141,25895.4,1.05467,0.54547,0.97079,0.79241,0.61369,0.68428,0.44357,1.14001,0.5732,1.03966,0.00076,0.00076,0.00076
142,26017.4,1.05155,0.5442,0.97086,0.81221,0.61517,0.68842,0.44726,1.1394,0.56917,1.04055,0.000694,0.000694,0.000694
143,26140.2,1.04993,0.53908,0.97,0.8071,0.61577,0.68352,0.44553,1.14152,0.57158,1.04295,0.000628,0.000628,0.000628
144,26263.4,1.04397,0.53897,0.97057,0.79883,0.61902,0.685,0.44516,1.14384,0.57131,1.04404,0.000562,0.000562,0.000562
145,26385.1,1.04329,0.536,0.97186,0.81993,0.60783,0.68821,0.44807,1.14085,0.57002,1.04277,0.000496,0.000496,0.000496
146,26506.6,1.04854,0.53978,0.97091,0.82497,0.61196,0.68853,0.44742,1.14041,0.5687,1.04341,0.00043,0.00043,0.00043
147,26630.6,1.03834,0.53577,0.96976,0.79381,0.62392,0.68616,0.44542,1.14179,0.56894,1.04426,0.000364,0.000364,0.000364
148,26763.7,1.03653,0.53279,0.96762,0.7918,0.62369,0.68734,0.4457,1.14065,0.56904,1.04439,0.000298,0.000298,0.000298
149,26896.2,1.03757,0.53279,0.97059,0.79758,0.62493,0.68843,0.44712,1.14071,0.56891,1.04389,0.000232,0.000232,0.000232
150,27028.7,1.02341,0.52619,0.96696,0.8039,0.62702,0.69124,0.44726,1.14033,0.56813,1.04362,0.000166,0.000166,0.000166
